PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Roll,Pitch,Yaw
09104,1159048,9.802592,-0.968017,-0.148896,-0.041283,0.046336,-0.015025,-0.592880,-0.104139,0.282173,-147.356993,-85.228092,158.409403
09105,1159148,9.775673,-0.954685,-0.247851,-0.042396,0.043839,-0.033231,-0.593356,-0.107547,0.280496,-147.422637,-85.260098,158.450539
09106,1159248,9.807303,-1.000315,-0.327144,-0.024689,0.056054,-0.052298,-0.594838,-0.106004,0.280071,-147.545084,-85.303863,158.558896
09107,1159348,9.714458,-1.085983,-0.600305,0.004675,0.064222,-0.071387,-0.595319,-0.106447,0.279047,-147.735709,-85.357397,158.752582
09108,1159448,9.540523,-1.161752,-0.870852,0.036138,0.037605,-0.093808,-0.593844,-0.107017,0.280021,-148.148834,-85.404726,159.187615
09109,1159548,9.485999,-1.356787,-0.926436,0.080186,0.002184,-0.112127,-0.592301,-0.105924,0.277574,-148.790315,-85.439903,159.877095
09110,1159648,9.595258,-1.557880,-0.874641,0.137546,-0.018957,-0.123013,-0.594853,-0.109018,0.280419,-149.554386,-85.467179,160.722577
09111,1159748,9.923812,-1.872849,-0.676297,0.203436,0.000839,-0.130798,-0.592823,-0.108953,0.278420,-150.267971,-85.505623,161.555361
09112,1159848,10.399309,-2.020095,-0.349257,0.260529,0.060067,-0.127075,-0.592849,-0.107531,0.279996,-150.725420,-85.571866,162.164113
09113,1159948,10.837509,-1.779949,0.036101,0.266890,0.143920,-0.117431,-0.596344,-0.107001,0.280520,-150.825592,-85.677101,162.418241
09114,1160048,11.379323,-1.279073,0.538800,0.208669,0.248700,-0.105766,-0.594335,-0.108479,0.279445,-150.489046,-85.831432,162.201031
09115,1160148,12.008498,-0.698739,0.915938,0.123286,0.365903,-0.098761,-0.598752,-0.107243,0.275996,-149.648595,-86.041795,161.429683
09116,1160248,12.498177,0.006542,0.925704,0.037913,0.457155,-0.098212,-0.598709,-0.109614,0.273370,-148.345417,-86.295770,160.145731
09117,1160348,12.591297,0.739227,0.550733,-0.039286,0.500731,-0.101208,-0.602707,-0.111568,0.273767,-146.695166,-86.569457,158.469997
09118,1160448,12.316471,1.188282,0.018082,-0.079109,0.501744,-0.123158,-0.605658,-0.110926,0.271792,-144.963053,-86.847501,156.689749
09119,1160548,12.345299,1.081113,-0.495859,-0.088173,0.500891,-0.150390,-0.606571,-0.111192,0.267268,-143.153545,-87.131020,154.827138
09120,1160648,12.407484,0.889874,-1.056598,-0.115387,0.509543,-0.176304,-0.609531,-0.110574,0.265793,-141.147924,-87.424157,152.752922
09121,1160748,11.713993,0.571650,-1.856175,-0.185913,0.448453,-0.199267,-0.612461,-0.113845,0.262116,-139.486504,-87.695425,150.983120
09122,1160848,10.414983,0.366706,-2.512813,-0.279374,0.290360,-0.201453,-0.613451,-0.110840,0.262268,-139.124682,-87.897407,150.460482
09123,1160948,9.471838,0.262167,-2.808187,-0.360527,0.085078,-0.192844,-0.610917,-0.112254,0.259693,-140.846579,-88.006343,151.976331
09124,1161048,9.123262,-0.005543,-2.793602,-0.408804,-0.092186,-0.181742,-0.612887,-0.115139,0.258041,-144.425295,-88.028048,155.322309
09125,1161148,8.892183,-0.268317,-2.521231,-0.425994,-0.215085,-0.148566,-0.611432,-0.116754,0.259964,-148.678354,-87.972496,159.333187
09126,1161248,8.600377,-0.365631,-2.190901,-0.411848,-0.292224,-0.117850,-0.611411,-0.115211,0.259041,-152.811239,-87.859645,163.232114
09127,1161348,8.305781,-0.287462,-1.659203,-0.397484,-0.326116,-0.090654,-0.612483,-0.121343,0.262234,-156.355452,-87.713316,166.550482
09128,1161448,8.172906,-0.148896,-1.049725,-0.386754,-0.315190,-0.072885,-0.608465,-0.118345,0.260889,-159.196218,-87.562031,169.171288
09129,1161548,8.314979,0.083495,-0.746344,-0.386308,-0.258762,-0.052989,-0.608984,-0.119381,0.261837,-161.244192,-87.432857,170.999049
09130,1161648,8.632119,0.400959,-0.585816,-0.409873,-0.195510,-0.034536,-0.608494,-0.124371,0.261584,-162.673635,-87.332512,172.194232
