time,gx,gy,gz,ax,ay,az,Mag_X,Mag_Y,Mag_Z,p
357428,-0.133973,-0.091601,0.160531,0.90220268,0.055489175,0.019098454,-0.12907,-0.188492,-0.190084,1016.549011
357528,-0.167963,-0.061992,0.178762,0.88387866,0.075902784,0.021843918,-0.128002,-0.184852,-0.193404,1016.549011
357628,-0.190859,-0.037707,0.189563,0.871239794,0.097532887,0.018129072,-0.123964,-0.186265,-0.196478,1016.549011
357728,-0.200174,-0.008156,0.189079,0.86123701,0.113100103,0.022861134,-0.117399,-0.183162,-0.200822,1016.549011
357828,-0.209201,0.033367,0.177932,0.863690515,0.11424866,0.029270722,-0.11342,-0.186713,-0.200998,1016.549011
357928,-0.198808,0.091626,0.164874,0.863666907,0.112802887,0.030112165,-0.108898,-0.185691,-0.202945,1016.549011
358028,-0.180546,0.103864,0.14726,0.850686804,0.106150619,0.027125979,-0.101863,-0.187626,-0.206543,1016.549011
358128,-0.16757,0.08179,0.131611,0.846080412,0.092301546,0.017457629,-0.099808,-0.189482,-0.210143,1016.549011
358228,-0.14572,0.038801,0.120309,0.85302732,0.076625155,0.022915567,-0.093322,-0.188564,-0.21059,1016.549011
358328,-0.119429,0.04282,0.113906,0.870258041,0.063511856,0.025716186,-0.089782,-0.189969,-0.213664,1016.549011
358428,-0.097683,0.06192,0.107313,0.870984433,0.051186495,0.015440515,-0.089813,-0.191536,-0.212241,1016.549011
358528,-0.08463,0.068012,0.109333,0.867856082,0.046696289,0.010106186,-0.088326,-0.191086,-0.211715,1016.549011
358628,-0.070111,0.049553,0.114313,0.873430206,0.049655155,0.019934845,-0.086219,-0.188835,-0.217611,1016.549011
358728,-0.059329,0.008556,0.117885,0.881086907,0.057130619,0.03110567,-0.084365,-0.193689,-0.210841,1016.549011
358828,-0.058993,-0.052689,0.121938,0.887432165,0.066101649,0.042385361,-0.087832,-0.193087,-0.211817,1016.549011
358928,-0.061933,-0.13637,0.122484,0.895421753,0.075008557,0.050253711,-0.088321,-0.193055,-0.212317,1016.549011
359028,-0.054175,-0.1938,0.118489,0.911593918,0.077256495,0.069115464,-0.088345,-0.191134,-0.210716,1016.549011
359128,-0.035051,-0.192735,0.108803,0.922798557,0.083138247,0.089434433,-0.089303,-0.190026,-0.212664,1016.549011
359228,-0.007343,-0.145861,0.092741,0.917336804,0.07844268,0.099188866,-0.090785,-0.188483,-0.213088,1016.549011
359328,0.022822,-0.09212,0.079755,0.903373711,0.068657835,0.103263608,-0.087754,-0.185445,-0.214934,1016.549011
359428,0.047812,-0.048189,0.07888,0.884223402,0.054282268,0.110243505,-0.087751,-0.18395,-0.214858,1016.549011
359528,0.072611,-0.017126,0.079832,0.870882887,0.048981443,0.115997732,-0.080719,-0.182421,-0.217778,1016.549011
359628,0.105807,0.008618,0.082594,0.87231433,0.045176082,0.111905052,-0.078562,-0.178556,-0.226097,1016.549011
359728,0.14318,0.029998,0.088001,0.886864948,0.045751134,0.105602165,-0.07156,-0.178594,-0.227594,1016.549011
359828,0.182525,0.045857,0.090921,0.903780103,0.046648763,0.093977835,-0.06641,-0.172285,-0.235784,1016.549011
359928,0.216226,0.059825,0.092983,0.915235361,0.044766804,0.08679134,-0.059314,-0.171585,-0.242254,1016.549011
360028,0.242353,0.065182,0.100127,0.923167938,0.036775567,0.084994124,-0.051192,-0.169333,-0.250147,1016.549011
360128,0.255721,0.063458,0.110076,0.934574021,0.025502371,0.083042165,-0.044078,-0.163626,-0.256862,1016.549011
360228,0.256737,0.052674,0.133897,0.959556701,0.028950309,0.095864639,-0.038525,-0.16352,-0.260859,1016.549011
360328,0.227858,0.064283,0.157165,0.99590866,0.04552299,0.099565979,-0.032473,-0.163422,-0.264856,1016.549011
360428,0.172439,0.079414,0.181673,1.020815464,0.067425876,0.097326495,-0.029874,-0.159709,-0.270175,1016.549011
360528,0.104721,0.080061,0.209763,1.041978351,0.095579175,0.098790515,-0.027317,-0.159082,-0.273648,1016.549011
360628,0.039958,0.089738,0.232078,1.067671031,0.124394948,0.111621546,-0.024729,-0.156389,-0.278518,1016.549011
360728,-0.009219,0.13199,0.245574,1.098023093,0.143608454,0.135467216,-0.025721,-0.153883,-0.278391,1016.549011
360828,-0.042487,0.1936,0.248865,1.124155464,0.142561959,0.153246289,-0.022738,-0.152459,-0.277814,1016.549011
360928,-0.04422,0.248643,0.247797,1.148283402,0.121413814,0.170428351,-0.019127,-0.150209,-0.284209,1016.549011
361028,-0.019673,0.304776,0.248149,1.190589794,0.084294742,0.209046186,-0.015577,-0.151092,-0.287757,1016.549011
361128,0.032651,0.369805,0.247478,1.237695155,0.042961237,0.255728763,-0.008015,-0.147506,-0.292075,1016.549011
361228,0.102002,0.458875,0.243206,1.285187938,0.001981237,0.294132268,-0.002051,-0.150116,-0.291701,1016.549011
361328,0.176909,0.592676,0.241069,1.338071031,-0.043873402,0.315856082,0.011356,-0.158374,-0.290604,1016.549011
361428,0.242754,0.752396,0.256472,1.394754124,-0.083809381,0.307747835,0.026633,-0.167972,-0.283059,1016.549011
361528,0.295092,0.906803,0.284463,1.440461443,-0.097318866,0.249066186,0.043819,-0.182279,-0.271744,1016.549011
361628,0.321269,0.975398,0.315097,1.461570412,-0.090405876,0.176407113,0.056959,-0.200155,-0.25761,1016.549011
361728,0.302047,0.982412,0.337055,1.482112165,-0.036609588,0.111034227,0.065453,-0.221358,-0.235132,1016.549011
361828,0.255026,0.99302,0.341732,1.508532577,0.011487629,0.051257526,0.06986,-0.23631,-0.206328,1016.549011
361928,0.195692,0.941344,0.321519,1.447037938,0.068479485,-0.058398866,0.06328,-0.252157,-0.176079,1016.549011
362028,0.151061,0.743033,0.262316,1.31491567,0.137844536,-0.242538866,0.050834,-0.262662,-0.151075,1016.549011
