time,gx,gy,gz,ax,ay,az,Mag_X,Mag_Y,Mag_Z,p
484538,0.313552,-0.255904,-0.001047,0.826111633,-0.077961837,0.125300918,-0.666269,-0.176771,0.145612,1016.547974
484638,0.31951,-0.293638,0.01213,0.833571429,-0.070612755,0.126370918,-0.665279,-0.175316,0.146188,1016.547974
484738,0.314182,-0.318104,0.026902,0.844957449,-0.060927551,0.124505714,-0.66335,-0.17452,0.149738,1016.547974
484838,0.313625,-0.333625,0.041734,0.858545204,-0.050865408,0.126438367,-0.662831,-0.173483,0.148789,1016.547974
484938,0.282466,-0.346796,0.047088,0.878575612,-0.040204796,0.133648776,-0.661897,-0.171675,0.15239,1016.547974
485038,0.256382,-0.342616,0.049846,0.89376949,-0.038334694,0.14395,-0.661952,-0.171321,0.155414,1016.547974
485138,0.233771,-0.333657,0.050238,0.908832245,-0.039585714,0.153428776,-0.661427,-0.172253,0.153864,1016.547974
485238,0.210771,-0.330903,0.048566,0.910078061,-0.051993367,0.151668776,-0.658976,-0.173386,0.155813,1016.547974
485338,0.171214,-0.325196,0.040738,0.907210918,-0.061874898,0.161078571,-0.658974,-0.172389,0.155864,1016.547974
485438,0.124868,-0.30688,0.033678,0.908114286,-0.068812245,0.17501449,-0.658538,-0.171071,0.159439,1016.547974
485538,0.088546,-0.262647,0.02116,0.901755306,-0.074364796,0.184197449,-0.657551,-0.170613,0.159964,1016.547974
485638,0.054657,-0.198983,0.007368,0.901147857,-0.074947041,0.190909286,-0.656069,-0.172653,0.160363,1016.547974
485738,0.008184,-0.14457,-0.009382,0.903491837,-0.075546735,0.189515612,-0.654074,-0.17119,0.16044,1016.547974
485838,-0.033086,-0.106763,-0.024226,0.911096122,-0.067148878,0.192093061,-0.655565,-0.17463,0.159762,1016.547974
485938,-0.091656,-0.079281,-0.040909,0.93392051,-0.052817857,0.195502959,-0.653065,-0.174645,0.159263,1016.547974
486038,-0.144881,-0.05464,-0.052612,0.963490408,-0.049114082,0.182318265,-0.654119,-0.175771,0.162211,1016.545593
486138,-0.168293,-0.031073,-0.054519,0.983445408,-0.060865918,0.149806224,-0.652591,-0.177193,0.160136,1016.545593
486238,-0.15589,0.002675,-0.058546,1.000979898,-0.074443673,0.118309388,-0.652528,-0.178519,0.156561,1016.545593
486338,-0.110677,0.049951,-0.072341,1.009332347,-0.083557551,0.096761633,-0.64997,-0.182351,0.15236,1016.545593
486438,-0.054631,0.090999,-0.094442,1.010216122,-0.092446531,0.073613571,-0.650552,-0.18256,0.156858,1016.545593
486538,0.000602,0.090607,-0.117915,1.014083163,-0.108935918,0.042872653,-0.64998,-0.182874,0.152834,1016.545593
486638,0.03181,0.031904,-0.130606,1.029298878,-0.121455102,0.00961449,-0.646965,-0.183845,0.151285,1016.545593
486738,0.06042,-0.060763,-0.138646,1.046285408,-0.12844949,0.002040204,-0.644525,-0.185998,0.153683,1016.545593
486838,0.109551,-0.12199,-0.14193,1.074349388,-0.132743571,0.035024796,-0.645572,-0.183636,0.156809,1016.545593
486938,0.173471,-0.090448,-0.143426,1.111443265,-0.133748061,0.110158673,-0.642609,-0.187717,0.157606,1016.545593
487038,0.223406,0.01282,-0.139953,1.138532755,-0.127156633,0.198004082,-0.642025,-0.186512,0.153159,1016.545593
487138,0.232576,0.134289,-0.14418,1.157935,-0.103111531,0.280893571,-0.646077,-0.187614,0.156605,1016.545593
487238,0.19462,0.258792,-0.148846,1.175448061,-0.060211531,0.33265102,-0.644546,-0.187541,0.154607,1016.545593
487338,0.128948,0.394672,-0.152601,1.198747755,-0.012150408,0.351871531,-0.648018,-0.189929,0.153479,1016.545593
487438,0.055242,0.522582,-0.156156,1.202843673,0.043153571,0.309905612,-0.646491,-0.186891,0.152132,1016.545593
487538,-0.019037,0.595711,-0.168142,1.180193673,0.078785612,0.227431429,-0.647427,-0.189696,0.148481,1016.545593
487638,-0.050363,0.599353,-0.174125,1.154055816,0.064645714,0.147369694,-0.649834,-0.189439,0.143982,1016.543884
487738,-0.037613,0.551952,-0.167506,1.177040306,0.033704388,0.097688367,-0.649819,-0.191384,0.142881,1016.543884
487838,-0.041644,0.490382,-0.154348,1.230116735,-0.003391429,0.057694286,-0.65326,-0.191706,0.140355,1016.543884
487938,-0.071508,0.416224,-0.136336,1.250075714,-0.052919796,0.010362041,-0.648774,-0.190283,0.140433,1016.543884
488038,-0.104693,0.307987,-0.113102,1.215213163,-0.10109602,-0.063223469,-0.652706,-0.19157,0.137357,1016.543884
488138,-0.137464,0.169508,-0.093344,1.153110408,-0.10093898,-0.100888061,-0.651206,-0.188604,0.137509,1016.543884
488238,-0.15344,0.051458,-0.079365,1.105128878,-0.072139694,-0.071436735,-0.653689,-0.189537,0.136958,1016.543884
488338,-0.168511,-0.003618,-0.067031,1.062454796,-0.041168469,-0.050376224,-0.651189,-0.189054,0.136484,1016.543884
488438,-0.165648,-0.022166,-0.057573,0.988987143,-0.011470408,-0.057039286,-0.652711,-0.189103,0.137983,1016.543884
488538,-0.151075,-0.064172,-0.062749,0.892079796,0.030992245,-0.041491122,-0.653212,-0.19059,0.137907,1016.543884
488638,-0.143657,-0.115096,-0.07326,0.804426939,0.079753061,-0.009525306,-0.65522,-0.189112,0.138982,1016.543884
488738,-0.166179,-0.14697,-0.081724,0.754919898,0.12219449,0.034873265,-0.654249,-0.187705,0.140558,1016.543884
488838,-0.235056,-0.123757,-0.079481,0.736232959,0.162042653,0.074302551,-0.654212,-0.187609,0.138559,1016.543884
488938,-0.35482,-0.044647,-0.074313,0.749257245,0.184322653,0.083922959,-0.653693,-0.19153,0.136856,1016.543884
489038,-0.474168,0.056768,-0.064038,0.778046735,0.187063061,0.070395,-0.656169,-0.193933,0.135729,1016.543884
489138,-0.543109,0.138191,-0.045155,0.831738571,0.165894184,0.048374898,-0.656159,-0.198369,0.134501,1016.543884
